"Time","Bhagyakul (CL402) STAGE_RT (m)","Bheramara (CL405) STAGE_RT (m)","Dhaka_Banani (CL42) STAGE_RT (m)","Rawshonpur (SW57A) STAGE_RT (m)"
"13/09/2025 19:30:00",,,,87.917
"13/09/2025 19:45:00",,,,87.919
"13/09/2025 20:00:00",,,,87.921
"13/09/2025 20:15:00",,,,87.922
"13/09/2025 20:30:00",,,,87.923
"13/09/2025 20:45:00",,,,87.927
"13/09/2025 21:00:00",,,,87.928
"13/09/2025 21:15:00",,,,87.93
"13/09/2025 21:30:00",,,,87.93
"13/09/2025 21:45:00",,,,87.931
"13/09/2025 22:00:00",,,,87.932
"13/09/2025 22:15:00",,,,87.932
"13/09/2025 22:30:00",,,,87.931
"13/09/2025 22:45:00",,,,87.932
"13/09/2025 23:00:00",,,,87.932
"13/09/2025 23:15:00",,,,87.931
"13/09/2025 23:30:00",,,,87.93
"13/09/2025 23:45:00",,,,87.931
"14/09/2025 00:00:00",,,,87.93
"14/09/2025 00:15:00",,,,87.929
"14/09/2025 00:30:00",,,,87.93
"14/09/2025 00:45:00",,,,87.93
"14/09/2025 01:00:00",,,,87.928
"14/09/2025 01:15:00",,,,87.939
"14/09/2025 01:30:00",,,,87.959
"14/09/2025 01:45:00",,,,87.983
"14/09/2025 02:00:00",,,,88.01
"14/09/2025 02:15:00",,,,88.038
"14/09/2025 02:30:00",,,,88.054
"14/09/2025 02:45:00",,,,88.06
"14/09/2025 03:00:00",,,,88.065
"14/09/2025 03:15:00",,,,88.067
"14/09/2025 03:30:00",,,,88.07
"14/09/2025 03:45:00",,,,88.071
"14/09/2025 04:00:00",,,,88.076
"14/09/2025 04:15:00",,,,88.08
"14/09/2025 04:30:00",,,,88.087
"14/09/2025 04:45:00",,,,88.087
"14/09/2025 05:00:00",,,,88.085
"14/09/2025 05:15:00",,,,88.095
"14/09/2025 05:30:00",,,,88.099
"14/09/2025 05:45:00",,,,88.099
"14/09/2025 06:00:00",,,,88.097
"14/09/2025 06:15:00",,,,88.101
"14/09/2025 06:30:00",,,,88.102
"14/09/2025 06:45:00",,,,88.104
"14/09/2025 07:00:00",,,,88.102
"14/09/2025 07:15:00",,,,88.094
"14/09/2025 07:30:00",,,,88.109
"14/09/2025 07:45:00",,,,88.112
"14/09/2025 08:00:00",,,,88.113
"14/09/2025 08:15:00",,,,88.106
"14/09/2025 08:30:00",,,,88.128
"14/09/2025 08:45:00",,,,88.121
"14/09/2025 09:00:00",,,,88.13
"14/09/2025 09:15:00",,,,88.123
"14/09/2025 09:30:00",,,,88.127
"14/09/2025 09:45:00",,,,88.142
"14/09/2025 10:00:00",,,,88.146
"14/09/2025 10:15:00",,,,88.149
"14/09/2025 10:30:00",,,,88.164
"14/09/2025 10:45:00",,,,88.157
"14/09/2025 11:00:00",,,,88.159
"14/09/2025 11:15:00",,,,88.162
"14/09/2025 11:30:00",,,,88.157
"14/09/2025 11:45:00",,,,88.181
"14/09/2025 12:00:00",,,,88.181
"14/09/2025 12:15:00",,,,88.17
"14/09/2025 12:30:00",,,,88.18
"14/09/2025 12:45:00",,,,88.172
"14/09/2025 13:00:00",,,,88.166
"14/09/2025 13:15:00",,,,88.177
"14/09/2025 13:30:00",,,,88.179
"14/09/2025 13:45:00",,,,88.181
"14/09/2025 14:00:00",,,,88.144
"14/09/2025 14:15:00",,,,88.168
"14/09/2025 14:30:00",,,,88.164
"14/09/2025 14:45:00",,,,88.172
"14/09/2025 15:00:00",,,,88.172
"14/09/2025 15:15:00",,,,88.165
"14/09/2025 15:30:00",,,,88.155
"14/09/2025 15:45:00",,,,88.157
"14/09/2025 16:00:00",,,,88.156
"14/09/2025 16:15:00",,,,88.151
"14/09/2025 16:30:00",,,,88.144
"14/09/2025 16:45:00",,,,88.141
"14/09/2025 17:00:00",,,,88.139
"14/09/2025 17:15:00",,,,88.143
"14/09/2025 17:30:00",,,,88.135
"14/09/2025 17:45:00",,,,88.13
"14/09/2025 18:00:00",,,,88.128
"14/09/2025 18:15:00",,,,88.125
"14/09/2025 18:30:00",,,,88.119
"14/09/2025 18:45:00",,,,88.12
"14/09/2025 19:00:00",,,,88.11
"14/09/2025 19:15:00",,,,88.109
"14/09/2025 19:30:00",,,,88.111
"14/09/2025 19:45:00",,,,88.1
"14/09/2025 20:00:00",,,,88.099
"14/09/2025 20:15:00",,,,88.103
"14/09/2025 20:30:00",,,,88.104
"14/09/2025 20:45:00",,,,88.097
"14/09/2025 21:00:00",,,,88.094
"14/09/2025 21:15:00",,,,88.089
"14/09/2025 21:30:00",,,,88.087
"14/09/2025 21:45:00",,,,88.086
"14/09/2025 22:00:00",,,,88.079
"14/09/2025 22:15:00",,,,88.077
"14/09/2025 22:30:00",,,,88.078
"14/09/2025 22:45:00",,,,88.078
"14/09/2025 23:00:00",,,,88.079
"14/09/2025 23:15:00",,,,88.078
"14/09/2025 23:30:00",,,,88.076
"14/09/2025 23:45:00",,,,88.074
"15/09/2025 00:00:00",,,,88.071
"15/09/2025 00:15:00",,,,88.068
"15/09/2025 00:30:00",,,,88.072
"15/09/2025 00:45:00",,,,88.061
"15/09/2025 01:00:00",,,,88.057
"15/09/2025 01:15:00",,,,88.064
"15/09/2025 01:30:00",,,,88.055
"15/09/2025 01:45:00",,,,88.055
"15/09/2025 02:00:00",,,,88.056
"15/09/2025 02:15:00",,,,88.06
"15/09/2025 02:30:00",,,,88.058
"15/09/2025 02:45:00",,,,88.056
"15/09/2025 03:00:00",,,,88.052
"15/09/2025 03:15:00",,,,88.05
"15/09/2025 03:30:00",,,,88.048
"15/09/2025 03:45:00",,,,88.047
"15/09/2025 04:00:00",,,,88.045
"15/09/2025 04:15:00",,,,88.041
"15/09/2025 04:30:00",,,,88.041
"15/09/2025 04:45:00",,,,88.041
"15/09/2025 05:00:00",,,,88.037
"15/09/2025 05:15:00",,,,88.035
"15/09/2025 05:30:00",,,,88.038
"15/09/2025 05:45:00",,,,88.037
"15/09/2025 06:00:00",,,,88.036
"15/09/2025 06:15:00",,,,88.033
"15/09/2025 06:30:00",,,,88.029
"15/09/2025 06:45:00",,,,88.032
"15/09/2025 07:00:00",,,,88.031
"15/09/2025 07:15:00",,,,88.021
"15/09/2025 07:30:00",,,,88.02
"15/09/2025 07:45:00",,,,88.014
"15/09/2025 08:00:00",,,,88.01
"15/09/2025 08:15:00",,,,88.009
"15/09/2025 08:30:00",,,,88.015
"15/09/2025 08:45:00",,,,88.019
"15/09/2025 09:00:00",,,,88.017
"15/09/2025 09:15:00",,,,88.021
"15/09/2025 09:30:00",,,,88.022
"15/09/2025 09:45:00",,,,88.014
"15/09/2025 10:00:00",,,,88.016
"15/09/2025 10:15:00",,,,88.02
"15/09/2025 10:30:00",,,,88.015
"15/09/2025 10:45:00",,,,88.007
"15/09/2025 11:00:00",,,,88.016
"15/09/2025 11:15:00",,,,88.015
"15/09/2025 11:30:00",,,,88.011
"15/09/2025 11:45:00",,,,88.009
"15/09/2025 12:00:00",,,,88
"15/09/2025 12:15:00",,,,88.007
"15/09/2025 12:30:00",,,,88.003
"15/09/2025 12:45:00",,,,88.004
"15/09/2025 13:00:00",,,,88
"15/09/2025 13:15:00",,,,88
"15/09/2025 13:30:00",,,,87.996
"15/09/2025 13:45:00",,,,87.993
"15/09/2025 14:00:00",,,,87.995
"15/09/2025 14:15:00",,,,87.993
"15/09/2025 14:30:00",,,,87.993
"15/09/2025 14:45:00",,,,87.989
"15/09/2025 15:00:00",,,,87.99
"15/09/2025 15:15:00",,,,87.991
"15/09/2025 15:30:00",,,,87.989
"15/09/2025 15:45:00",,,,87.988
"15/09/2025 16:00:00",,,,87.988
"15/09/2025 16:15:00",,,,87.985
"15/09/2025 16:30:00",,,,87.985
"15/09/2025 16:45:00",,,,87.984
"15/09/2025 17:00:00",,,,87.984
"15/09/2025 17:15:00",,,,87.983
"15/09/2025 17:30:00",,,,87.982
"15/09/2025 17:45:00",,,,87.982
"15/09/2025 18:00:00",,,,87.98
"15/09/2025 18:15:00",,,,87.979
"15/09/2025 18:30:00",,,,87.978
"15/09/2025 18:45:00",,,,87.977
"15/09/2025 19:00:00",,,,87.977
"15/09/2025 19:15:00",,,,87.975
"15/09/2025 19:30:00",,,,87.975
"15/09/2025 19:45:00",,,,87.974
"15/09/2025 20:00:00",,,,87.972
"15/09/2025 20:15:00",,,,87.972
"15/09/2025 20:30:00",,,,87.971
"15/09/2025 20:45:00",,,,87.971
"15/09/2025 21:00:00",,,,87.967
"15/09/2025 21:15:00",,,,87.968
"15/09/2025 21:30:00",,,,87.967
"15/09/2025 21:45:00",,,,87.966
"15/09/2025 22:00:00",,,,87.966
"15/09/2025 22:15:00",,,,87.965
"15/09/2025 22:30:00",,,,87.964
"15/09/2025 22:45:00",,,,87.963
"15/09/2025 23:00:00",,,,87.961
"15/09/2025 23:15:00",,,,87.96
"15/09/2025 23:30:00",,,,87.958
"15/09/2025 23:45:00",,,,87.957
"16/09/2025 00:00:00",,,,87.955
"16/09/2025 00:15:00",,,,87.955
"16/09/2025 00:30:00",,,,87.955
"16/09/2025 00:45:00",,,,87.957
"16/09/2025 01:00:00",,,,87.956
"16/09/2025 01:15:00",,,,87.958
"16/09/2025 01:30:00",,,,87.957
"16/09/2025 01:45:00",,,,87.96
"16/09/2025 02:00:00",,,,87.962
"16/09/2025 02:15:00",,,,87.963
"16/09/2025 02:30:00",,,,87.965
"16/09/2025 02:45:00",,,,87.964
"16/09/2025 03:00:00",,,,87.964
"16/09/2025 03:15:00",,,,87.965
"16/09/2025 03:30:00",,,,87.966
"16/09/2025 03:45:00",,,,87.967
"16/09/2025 04:00:00",,,,87.969
"16/09/2025 04:15:00",,,,87.968
"16/09/2025 04:30:00",,,,87.968
"16/09/2025 04:45:00",,,,87.968
"16/09/2025 05:00:00",,,,87.969
"16/09/2025 05:15:00",,,,87.965
"16/09/2025 05:30:00",,,,87.963
"16/09/2025 05:45:00",,,,87.963
"16/09/2025 06:00:00",,,,87.965
"16/09/2025 06:15:00",,,,87.966
"16/09/2025 06:30:00",,,,87.964
"16/09/2025 06:45:00",,,,87.964
"16/09/2025 07:00:00",,,,87.953
"16/09/2025 07:15:00",,,,87.964
"16/09/2025 07:30:00",,,,87.959
"16/09/2025 07:45:00",,,,87.948
"16/09/2025 08:00:00",,,,87.961
"16/09/2025 08:15:00",,,,87.961
"16/09/2025 08:30:00",,,,87.955
"16/09/2025 08:45:00",,,,87.961
"16/09/2025 09:00:00",,,,87.966
"16/09/2025 09:15:00",,,,87.964
"16/09/2025 09:30:00",,,,87.96
"16/09/2025 09:45:00",,,,87.961
"16/09/2025 10:00:00",,,,87.965
"16/09/2025 10:15:00",,,,87.968
"16/09/2025 10:30:00",,,,87.964
"16/09/2025 10:45:00",,,,87.961
"16/09/2025 11:00:00",,,,87.956
"16/09/2025 11:15:00",,,,87.957
"16/09/2025 11:30:00",,,,87.952
"16/09/2025 11:45:00",,,,87.955
"16/09/2025 12:00:00",,,,87.952
"16/09/2025 12:15:00",,,,87.944
"16/09/2025 12:30:00",,,,87.945
"16/09/2025 12:45:00",,,,87.947
"16/09/2025 13:00:00",,,,87.948
"16/09/2025 13:15:00",,,,87.952
"16/09/2025 13:30:00",,,,87.948
"16/09/2025 13:45:00",,,,87.948
"16/09/2025 14:00:00",,,,87.951
"16/09/2025 14:15:00",,,,87.949
"16/09/2025 14:30:00",,,,87.944
"16/09/2025 14:45:00",,,,87.949
"16/09/2025 15:00:00",,,,87.95
"16/09/2025 15:15:00",,,,87.952
"16/09/2025 15:30:00",,,,87.949
"16/09/2025 15:45:00",,,,87.954
"16/09/2025 16:00:00",,,,87.955
"16/09/2025 16:15:00",,,,87.956
"16/09/2025 16:30:00",,,,87.961
"16/09/2025 16:45:00",,,,87.963
"16/09/2025 17:00:00",,,,87.962
"16/09/2025 17:15:00",,,,87.958
"16/09/2025 17:30:00",,,,87.968
"16/09/2025 17:45:00",,,,87.972
"16/09/2025 18:00:00",,,,87.967
"16/09/2025 18:15:00",,,,87.969
"16/09/2025 18:30:00",,,,87.973
"16/09/2025 18:45:00",,,,87.977
"16/09/2025 19:00:00",,,,87.978
"16/09/2025 19:15:00",,,,87.979
"16/09/2025 19:30:00",,,,87.977
"16/09/2025 19:45:00",,,,87.976
"16/09/2025 20:00:00",,,,87.972
"16/09/2025 20:15:00",,,,87.975
"16/09/2025 20:30:00",,,,87.972
"16/09/2025 20:45:00",,,,87.978
"16/09/2025 21:00:00",,,,87.979
"16/09/2025 21:15:00",,,,87.973
"16/09/2025 21:30:00",,,,87.973
"16/09/2025 21:45:00",,,,87.975
"16/09/2025 22:00:00",,,,87.974
"16/09/2025 22:15:00",,,,87.973
"16/09/2025 22:30:00",,,,87.972
"16/09/2025 22:45:00",,,,87.969
"16/09/2025 23:00:00",,,,87.967
"16/09/2025 23:15:00",,,,87.968
"16/09/2025 23:30:00",,,,87.968
"16/09/2025 23:45:00",,,,87.966
"17/09/2025 00:00:00",,,,87.963
"17/09/2025 00:15:00",,,,87.96
"17/09/2025 00:30:00",,,,87.962
"17/09/2025 00:45:00",,,,87.962
"17/09/2025 01:00:00",,,,87.962
"17/09/2025 01:15:00",,,,87.96
"17/09/2025 01:30:00",,,,87.959
"17/09/2025 01:45:00",,,,87.958
"17/09/2025 02:00:00",,,,87.958
"17/09/2025 02:15:00",,,,87.958
"17/09/2025 02:30:00",,,,87.958
"17/09/2025 02:45:00",,,,87.957
"17/09/2025 03:00:00",,,,87.956
"17/09/2025 03:15:00",,,,87.957
"17/09/2025 03:30:00",,,,87.955
"17/09/2025 03:45:00",,,,87.959
"17/09/2025 04:00:00",,,,87.958
"17/09/2025 04:15:00",,,,87.96
"17/09/2025 04:30:00",,,,87.96
"17/09/2025 04:45:00",,,,87.96
"17/09/2025 05:00:00",,,,87.962
"17/09/2025 05:15:00",,,,87.962
"17/09/2025 05:30:00",,,,87.964
"17/09/2025 05:45:00",,,,87.966
"17/09/2025 06:00:00",,,,87.969
"17/09/2025 06:15:00",,,,87.976
"17/09/2025 06:30:00",,,,87.988
"17/09/2025 06:45:00",,,,87.998
"17/09/2025 07:00:00",,,,88.006
"17/09/2025 07:15:00",,,,88.015
"17/09/2025 07:30:00",,,,88.024
"17/09/2025 07:45:00",,,,88.028
"17/09/2025 08:00:00",,,,88.037
"17/09/2025 08:15:00",,,,88.061
"17/09/2025 08:30:00",,,,88.061
"17/09/2025 08:45:00",,,,88.096
"17/09/2025 09:00:00",,,,88.085
"17/09/2025 09:15:00",,,,88.099
"17/09/2025 09:30:00",,,,88.098
"17/09/2025 09:45:00",,,,88.1
"17/09/2025 10:00:00",,,,88.1
"17/09/2025 10:15:00",,,,88.097
"17/09/2025 10:30:00",,,,88.097
"17/09/2025 10:45:00",,,,88.09
"17/09/2025 11:00:00",,,,88.093
"17/09/2025 11:15:00",,,,88.082
"17/09/2025 11:30:00",,,,88.093
"17/09/2025 11:45:00",,,,88.075
"17/09/2025 12:00:00",,,,88.075
"17/09/2025 12:15:00",,,,88.083
"17/09/2025 12:30:00",,,,88.063
"17/09/2025 12:45:00",,,,88.068
"17/09/2025 13:00:00",,,,88.075
"17/09/2025 13:15:00",,,,88.068
"17/09/2025 13:30:00",,,,88.067
"17/09/2025 13:45:00",,,,88.065
"17/09/2025 14:00:00",,,,88.066
"17/09/2025 14:15:00",,,,88.062
"17/09/2025 14:30:00",,,,88.056
"17/09/2025 14:45:00",,,,88.046
"17/09/2025 15:00:00",,,,88.046
"17/09/2025 15:15:00",,,,88.042
"17/09/2025 15:30:00",,,,88.038
"17/09/2025 15:45:00",,,,88.034
"17/09/2025 16:00:00",,,,88.034
"17/09/2025 16:15:00",,,,88.025
"17/09/2025 16:30:00",,,,88.023
"17/09/2025 16:45:00",,,,88.029
"17/09/2025 17:00:00",,,,88.028
"17/09/2025 17:15:00",,,,88.022
"17/09/2025 17:30:00",,,,88.023
"17/09/2025 17:45:00",,,,88.019
"17/09/2025 18:00:00",,,,88.018
"17/09/2025 18:15:00",,,,88.017
"17/09/2025 18:30:00",,,,88.013
"17/09/2025 18:45:00",,,,88.012
"17/09/2025 19:00:00",,,,88.01
"17/09/2025 19:15:00",,,,88.007
"17/09/2025 19:30:00",,,,88.003
"17/09/2025 19:45:00",,,,88.004
"17/09/2025 20:00:00",,,,88.003
"17/09/2025 20:15:00",,,,88.004
"17/09/2025 20:30:00",,,,88.004
"17/09/2025 20:45:00",,,,87.994
"17/09/2025 21:00:00",,,,88.003
"17/09/2025 21:15:00",,,,87.997
"17/09/2025 21:30:00",,,,87.996
"17/09/2025 21:45:00",,,,87.998
"17/09/2025 22:00:00",,,,87.999
"17/09/2025 22:15:00",,,,87.996
"17/09/2025 22:30:00",,,,87.997
"17/09/2025 22:45:00",,,,87.994
"17/09/2025 23:00:00",,,,87.991
"17/09/2025 23:15:00",,,,87.988
"17/09/2025 23:30:00",,,,87.987
"17/09/2025 23:45:00",,,,87.985
"18/09/2025 00:00:00",,,,87.985
"18/09/2025 00:15:00",,,,87.987
"18/09/2025 00:30:00",,,,87.992
"18/09/2025 00:45:00",,,,87.989
"18/09/2025 01:00:00",,,,87.986
"18/09/2025 01:15:00",,,,87.986
"18/09/2025 01:30:00",,,,87.987
"18/09/2025 01:45:00",,,,87.99
"18/09/2025 02:00:00",,,,87.993
"18/09/2025 02:15:00",,,,87.993
"18/09/2025 02:30:00",,,,87.989
"18/09/2025 02:45:00",,,,87.989
"18/09/2025 03:00:00",,,,87.988
"18/09/2025 03:15:00",,,,87.985
"18/09/2025 03:30:00",,,,87.982
"18/09/2025 03:45:00",,,,87.981
"18/09/2025 04:00:00",,,,87.982
"18/09/2025 04:15:00",,,,87.983
"18/09/2025 04:30:00",,,,87.984
"18/09/2025 04:45:00",,,,87.986
"18/09/2025 05:00:00",,,,87.985
"18/09/2025 05:15:00",,,,87.985
"18/09/2025 05:30:00",,,,87.984
"18/09/2025 05:45:00",,,,87.982
"18/09/2025 06:00:00",,,,87.981
"18/09/2025 06:15:00",,,,87.984
"18/09/2025 06:30:00",,,,87.984
"18/09/2025 06:45:00",,,,87.966
"18/09/2025 07:00:00",,,,87.973
"18/09/2025 07:15:00",,,,87.978
"18/09/2025 07:30:00",,,,87.979
"18/09/2025 07:45:00",,,,87.977
"18/09/2025 08:00:00",,,,87.98
"18/09/2025 08:15:00",,,,87.979
"18/09/2025 08:30:00",,,,87.981
"18/09/2025 08:45:00",,,,87.988
"18/09/2025 09:00:00",,,,87.988
"18/09/2025 09:15:00",,,,87.983
"18/09/2025 09:30:00",,,,87.983
"18/09/2025 09:45:00",,,,87.986
"18/09/2025 10:00:00",,,,87.983
"18/09/2025 10:15:00",,,,87.983
"18/09/2025 10:30:00",,,,87.984
"18/09/2025 10:45:00",,,,87.984
"18/09/2025 11:00:00",,,,87.983
"18/09/2025 11:15:00",,,,87.985
"18/09/2025 11:30:00",,,,87.985
"18/09/2025 11:45:00",,,,87.983
"18/09/2025 12:00:00",,,,87.983
"18/09/2025 12:15:00",,,,87.978
"18/09/2025 12:30:00",,,,87.977
"18/09/2025 12:45:00",,,,87.977
"18/09/2025 13:00:00",,,,87.978
"18/09/2025 13:15:00",,,,87.975
"18/09/2025 13:30:00",,,,87.962
"18/09/2025 13:45:00",,,,87.968
"18/09/2025 14:00:00",,,,87.967
"18/09/2025 14:15:00",,,,87.971
"18/09/2025 14:30:00",,,,87.97
"18/09/2025 14:45:00",,,,87.969
"18/09/2025 15:00:00",,,,87.968
"18/09/2025 15:15:00",,,,87.97
"18/09/2025 15:30:00",,,,87.964
"18/09/2025 15:45:00",,,,87.966
"18/09/2025 16:00:00",,,,87.97
"18/09/2025 16:15:00",,,,87.964
"18/09/2025 16:30:00",,,,87.963
"18/09/2025 16:45:00",,,,87.968
"18/09/2025 17:00:00",,,,87.97
"18/09/2025 17:15:00",,,,87.967
"18/09/2025 17:30:00",,,,87.966
"18/09/2025 17:45:00",,,,87.963
"18/09/2025 18:00:00",,,,87.968
"18/09/2025 18:15:00",,,,87.97
"18/09/2025 18:30:00",,,,87.969
"18/09/2025 18:45:00",,,,87.968
"18/09/2025 19:00:00",,,,87.961
"18/09/2025 19:15:00",,,,87.96
"18/09/2025 19:30:00",,,,87.963
"18/09/2025 19:45:00",,,,87.961
"18/09/2025 20:00:00",,,,87.962
"18/09/2025 20:15:00",,,,87.962
"18/09/2025 20:30:00",,,,87.959
"18/09/2025 20:45:00",,,,87.959
"18/09/2025 21:00:00",,,,87.958
"18/09/2025 21:15:00",,,,87.957
"18/09/2025 21:30:00",,,,87.959
"18/09/2025 21:45:00",,,,87.965
"18/09/2025 22:00:00",,,,87.974
"18/09/2025 22:15:00",,,,87.987
"18/09/2025 22:30:00",,,,88.018
"18/09/2025 22:45:00",,,,88.033
"18/09/2025 23:00:00",,,,88.06
"18/09/2025 23:15:00",,,,88.093
"18/09/2025 23:30:00",,,,88.135
"18/09/2025 23:45:00",,,,88.164
"19/09/2025 00:00:00",,,,88.182
"19/09/2025 00:15:00",,,,88.225
"19/09/2025 00:30:00",,,,88.277
"19/09/2025 00:45:00",,,,88.323
"19/09/2025 01:00:00",,,,88.376
"19/09/2025 01:15:00",,,,88.423
"19/09/2025 01:30:00",,,,88.408
"19/09/2025 01:45:00",,,,88.486
"19/09/2025 02:00:00",,,,88.454
"19/09/2025 02:15:00",,,,88.547
"19/09/2025 02:30:00",,,,88.575
"19/09/2025 02:45:00",,,,88.588
"19/09/2025 03:00:00",,,,88.62
"19/09/2025 03:15:00",,,,88.64
"19/09/2025 03:30:00",,,,88.635
"19/09/2025 03:45:00",,,,88.656
"19/09/2025 04:00:00",,,,88.645
"19/09/2025 04:15:00",,,,88.648
"19/09/2025 04:30:00",,,,88.648
"19/09/2025 04:45:00",,,,88.671
"19/09/2025 05:00:00",,,,88.661
"19/09/2025 05:15:00",,,,88.662
"19/09/2025 05:30:00",,,,88.649
"19/09/2025 05:45:00",,,,88.631
"19/09/2025 06:00:00",,,,88.627
"19/09/2025 06:15:00",,,,88.624
"19/09/2025 06:30:00",,,,88.618
"19/09/2025 06:45:00",,,,88.611
"19/09/2025 07:00:00",,,,88.592
"19/09/2025 07:15:00",,,,88.579
"19/09/2025 07:30:00",,,,88.561
"19/09/2025 07:45:00",,,,88.547
"19/09/2025 08:00:00",,,,88.531
"19/09/2025 08:15:00",,,,88.513
"19/09/2025 08:30:00",,,,88.498
"19/09/2025 08:45:00",,,,88.493
"19/09/2025 09:00:00",,,,88.476
"19/09/2025 09:15:00",,,,88.467
"19/09/2025 09:30:00",,,,88.455
"19/09/2025 09:45:00",,,,88.442
"19/09/2025 10:00:00",,,,88.439
"19/09/2025 10:15:00",,,,88.434
"19/09/2025 10:30:00",,,,88.423
"19/09/2025 10:45:00",,,,88.413
"19/09/2025 11:00:00",,,,88.405
"19/09/2025 11:15:00",,,,88.402
"19/09/2025 11:30:00",,,,88.399
"19/09/2025 11:45:00",,,,88.391
"19/09/2025 12:00:00",,,,88.382
"19/09/2025 12:15:00",,,,88.38
"19/09/2025 12:30:00",,,,88.376
"19/09/2025 12:45:00",,,,88.369
"19/09/2025 13:00:00",,,,88.363
"19/09/2025 13:15:00",,,,88.363
"19/09/2025 13:30:00",,,,88.361
"19/09/2025 13:45:00",,,,88.358
"19/09/2025 14:00:00",,,,88.351
"19/09/2025 14:15:00",,,,88.347
"19/09/2025 14:30:00",,,,88.345
"19/09/2025 14:45:00",,,,88.341
"19/09/2025 15:00:00",,,,88.342
"19/09/2025 15:15:00",,,,88.338
"19/09/2025 15:30:00",,,,88.332
"19/09/2025 15:45:00",,,,88.328
"19/09/2025 16:00:00",,,,88.327
"19/09/2025 16:15:00",,,,88.32
"19/09/2025 16:30:00",,,,88.317
"19/09/2025 16:45:00",,,,88.314
"19/09/2025 17:00:00",,,,88.312
"19/09/2025 17:15:00",,,,88.304
"19/09/2025 17:30:00",,,,88.306
"19/09/2025 17:45:00",,,,88.304
"19/09/2025 18:00:00",,,,88.299
"19/09/2025 18:15:00",,,,88.293
"19/09/2025 18:30:00",,,,88.293
"19/09/2025 18:45:00",,,,88.292
"19/09/2025 19:00:00",,,,88.284
"19/09/2025 19:15:00",,,,88.284
"19/09/2025 19:30:00",,,,88.281
"19/09/2025 19:45:00",,,,88.282
"19/09/2025 20:00:00",,,,88.279
"19/09/2025 20:15:00",,,,88.278
"19/09/2025 20:30:00",,,,88.271
"19/09/2025 20:45:00",,,,88.27
"19/09/2025 21:00:00",,,,88.27
"19/09/2025 21:15:00",,,,88.264
"19/09/2025 21:30:00",,,,88.26
"19/09/2025 21:45:00",,,,88.261
"19/09/2025 22:00:00",,,,88.257
"19/09/2025 22:15:00",,,,88.257
"19/09/2025 22:30:00",,,,88.253
"19/09/2025 22:45:00",,,,88.251
"19/09/2025 23:00:00",,,,88.248
"19/09/2025 23:15:00",,,,88.247
"19/09/2025 23:30:00",,,,88.244
"19/09/2025 23:45:00",,,,88.241
"20/09/2025 00:00:00",,,,88.239
"20/09/2025 00:15:00",,,,88.237
"20/09/2025 00:30:00",,,,88.237
"20/09/2025 00:45:00",,,,88.232
"20/09/2025 01:00:00",,,,88.231
"20/09/2025 01:15:00",,,,88.227
"20/09/2025 01:30:00",,,,88.224
"20/09/2025 01:45:00",,,,88.223
"20/09/2025 02:00:00",,,,88.222
"20/09/2025 02:15:00",,,,88.219
"20/09/2025 02:30:00",,,,88.216
"20/09/2025 02:45:00",,,,88.216
"20/09/2025 03:00:00",,,,88.215
"20/09/2025 03:15:00",,,,88.211
"20/09/2025 03:30:00",,,,88.21
"20/09/2025 03:45:00",,,,88.21
"20/09/2025 04:00:00",,,,88.207
"20/09/2025 04:15:00",,,,88.205
"20/09/2025 04:30:00",,,,88.202
"20/09/2025 04:45:00",,,,88.2
"20/09/2025 05:00:00",,,,88.198
"20/09/2025 05:15:00",,,,88.196
"20/09/2025 05:30:00",,,,88.195
"20/09/2025 05:45:00",,,,88.191
"20/09/2025 06:00:00",,,,88.19
"20/09/2025 06:15:00",,,,88.189
"20/09/2025 06:30:00",,,,88.187
"20/09/2025 06:45:00",,,,88.184
"20/09/2025 07:00:00",,,,88.184
"20/09/2025 07:15:00",,,,88.182
"20/09/2025 07:30:00",,,,88.181
"20/09/2025 07:45:00",,,,88.181
"20/09/2025 08:00:00",,,,88.179
"20/09/2025 08:15:00",,,,88.177
"20/09/2025 08:30:00",,,,88.176
"20/09/2025 08:45:00",,,,88.174
"20/09/2025 09:00:00",,,,88.172
"20/09/2025 09:15:00",,,,88.171
"20/09/2025 09:30:00",,,,88.171
"20/09/2025 09:45:00",,,,88.168
"20/09/2025 10:00:00",,,,88.167
"20/09/2025 10:15:00",,,,88.163
"20/09/2025 10:30:00",,,,88.161
"20/09/2025 10:45:00",,,,88.16
"20/09/2025 11:00:00",,,,88.16
"20/09/2025 11:15:00",,,,88.156
"20/09/2025 11:30:00",,,,88.155
"20/09/2025 11:45:00",,,,88.153
"20/09/2025 12:00:00",,,,88.15
"20/09/2025 12:15:00",,,,88.147
"20/09/2025 12:30:00",,,,88.148
"20/09/2025 12:45:00",,,,88.144
"20/09/2025 13:00:00",,,,88.143
"20/09/2025 13:15:00",,,,88.14
"20/09/2025 13:30:00",,,,88.14
"20/09/2025 13:45:00",,,,88.137
"20/09/2025 14:00:00",,,,88.135
"20/09/2025 14:15:00",,,,88.131
"20/09/2025 14:30:00",,,,88.131
"20/09/2025 14:45:00",,,,88.129
"20/09/2025 15:00:00",,,,88.128
"20/09/2025 15:15:00",,,,88.128
"20/09/2025 15:30:00",,,,88.126
"20/09/2025 15:45:00",,,,88.123
"20/09/2025 16:00:00",,,,88.123
"20/09/2025 16:15:00",,,,88.119
"20/09/2025 16:30:00",,,,88.118
"20/09/2025 16:45:00",,,,88.116
