Station,Abhaynagar (SW30A) STAGE_RT (undefined),Afraghat (SW30) STAGE_RT (undefined),Akhaura (SW296) STAGE_RT (undefined),Aktapara (SW351) STAGE_RT (undefined),Alikadam (SW203.5) STAGE_RT (undefined),Amtoli (SW20) STAGE_RT (undefined),Aricha (SW50.6) STAGE_RT (undefined),Arpara (SW21) STAGE_RT (undefined),Astamonisha (SW149) STAGE_RT (undefined),Atharobaki (SW105) STAGE_RT (undefined),Atpara (SW311) STAGE_RT (undefined),Atrai Railway Bridge (SW147) STAGE_RT (undefined),Austogram Kishorganj (SW272/1) STAGE_RT (undefined),Azmiriganj (SW271) STAGE_RT (undefined),Babuganj (SW318) STAGE_RT (undefined),Bagerhat (SW1) STAGE_RT (undefined),Baghabari (SW151) STAGE_RT (undefined),Bagmara (SW83) STAGE_RT (undefined),Baidyar Bazar (SW275) STAGE_RT (undefined),Bainochhola (SW356)  STAGE_RT (undefined),Bakergonj (SW18.1) STAGE_RT (undefined),Balikhola (SW311.4) STAGE_RT (undefined),Bamna (SW38) STAGE_RT (undefined),Bandarban (SW247) STAGE_RT (undefined),Banigram (SW250) STAGE_RT (undefined),Baradeshwari (SW139) STAGE_RT (undefined),Baral Bridge (SW17.1) STAGE_RT (undefined),Barati (SW61.5) STAGE_RT (undefined),Barisal (SW18) STAGE_RT (undefined),Basantopur (SW129) STAGE_RT (undefined),Basuri (SW8) STAGE_RT (undefined),Batkuchi (SW53) STAGE_RT (undefined),Baushi  (SW134A) STAGE_RT (undefined),Begumganj (SW221.5) STAGE_RT (undefined),Benarpota (SW24) STAGE_RT (undefined),Betagi (SW37.5) STAGE_RT (undefined),Bhairab Bazar (SW273) STAGE_RT (undefined),Bhanga (SW170) STAGE_RT (undefined),Bhatiapara (SW102) STAGE_RT (undefined),Bhatshala Bridge (SW414) STAGE_RT (undefined),Bhawaniganj (SW240) STAGE_RT (undefined),Bhitorgar (SW282) STAGE_RT (undefined),Bhola Kheyaghat (SW288.4) STAGE_RT (undefined),Bhuiyanpur d/s (SW343.5) STAGE_RT (undefined),Bhutdangi (SW335) STAGE_RT (undefined),Bibir Bazar (SW109) STAGE_RT (undefined),Boalmari (SW327) STAGE_RT (undefined),Bodarganj (SW62) STAGE_RT (undefined),Bogura (SW65) STAGE_RT (undefined),Boragari (SW61) STAGE_RT (undefined),Borguna (SW38.1) STAGE_RT (undefined),Borhanuddin (SW279.5) STAGE_RT (undefined),Bujruk (SW336) STAGE_RT (undefined),Bushirbandar (SW142.1) STAGE_RT (undefined),Cansart (SW338) STAGE_RT (undefined),Chalk Hariharpur (SW144) STAGE_RT (undefined),Chalk Rahimpur (SW63) STAGE_RT (undefined),Chanchkoir (SW148) STAGE_RT (undefined),Chandkhali (SW164) STAGE_RT (undefined),Chandpur (SW277) STAGE_RT (undefined),Chapai Nawabgoanj (SW211.5) STAGE_RT (undefined),Chapra (SW25) STAGE_RT (undefined),Char Sunapur (SW87) STAGE_RT (undefined),Charduani (SW108) STAGE_RT (undefined),Chatlaghat Station (SW201.5) STAGE_RT (undefined),Chhatak (SW268) STAGE_RT (undefined),Chiringa (SW204) STAGE_RT (undefined),Chuadanga (SW207) STAGE_RT (undefined),Comilla (SW110) STAGE_RT (undefined),Companyganj (SW182) STAGE_RT (undefined),Dalia (SW291.5R) STAGE_RT (undefined),Dalia_UP (SW292) STAGE_RT (undefined),Damuddya (SW329) STAGE_RT (undefined),Darsana (SW208) STAGE_RT (undefined),Daudkandi (SW115) STAGE_RT (undefined),Daulatkhan (SW278) STAGE_RT (undefined),Debiganj (SW141) STAGE_RT (undefined),Demra (SW179) STAGE_RT (undefined),Demra (SW7.5) STAGE_RT (undefined),Derai (SW269.5) STAGE_RT (undefined),Dhaki Bridge (SW413) STAGE_RT (undefined),Dhunot (SW324) STAGE_RT (undefined),Dighinala (SW361) STAGE_RT (undefined),Dilalpur (SW74) STAGE_RT (undefined),Doani (SW291.5L) STAGE_RT (undefined),Dohajari (SW248) STAGE_RT (undefined),Dohokuladanga (SW150) STAGE_RT (undefined),Dokkhin Hasonpur (SW355) STAGE_RT (undefined),Durgapur (SW263) STAGE_RT (undefined),Durlavpur (SW345) STAGE_RT (undefined),Elarchar (SW254.5) STAGE_RT (undefined),Elashin (SW68A) STAGE_RT (undefined),Enayethat (SW121) STAGE_RT (undefined),Faridpur (SW168) STAGE_RT (undefined),Fenchuganj (SW174) STAGE_RT (undefined),Gaibandha (SW97) STAGE_RT (undefined),Garagonj (SW171) STAGE_RT (undefined),Ghok Bazar (SW344) STAGE_RT (undefined),Ghoramaraghat (SW305.5) STAGE_RT (undefined),Ghoshpur (SW52) STAGE_RT (undefined),Goainghat (SW252) STAGE_RT (undefined),Goalundo (SW91.9R) STAGE_RT (undefined),Gokornoghat (SW297) STAGE_RT (undefined),Gongasagor (SW123) STAGE_RT (undefined),"Gorai Rly, Bridge (SW99) STAGE_RT (undefined)",Gouranadi (SW300) STAGE_RT (undefined),Gualkanda (SW223) STAGE_RT (undefined),Gumani Rly. Bridge (SW149.1) STAGE_RT (undefined),Gunoboti (SW181) STAGE_RT (undefined),Habiganj (SW159) STAGE_RT (undefined),Hajiganj (SW58) STAGE_RT (undefined),Harashpur (SW359) STAGE_RT (undefined),Haridaspur (SW198) STAGE_RT (undefined),Hariharpara (SW43) STAGE_RT (undefined),Hatboalia (SW206) STAGE_RT (undefined),Hatiya (SW321) STAGE_RT (undefined),Hijla (SW320) STAGE_RT (undefined),Horipur (SW213) STAGE_RT (undefined),Islampur (SW332) STAGE_RT (undefined),Islampur (SW96) STAGE_RT (undefined),Itna (SW73) STAGE_RT (undefined),Jafarganj (SW96A) STAGE_RT (undefined),Jaflong (SW233A) STAGE_RT (undefined),Jagannathpur (SW352) STAGE_RT (undefined),Jagir Dhaleswari (SW68.5) STAGE_RT (undefined),Jaldhup (SW265) STAGE_RT (undefined),Jamalpur (SW225) STAGE_RT (undefined),Jaria-Jhanjail (SW36) STAGE_RT (undefined),Jhalokati (Bishkhali) (SW37) STAGE_RT (undefined),Jhenai Bridge (SW134B) STAGE_RT (undefined),Jhenaidaha (SW215) STAGE_RT (undefined),Jhikargacha (SW162) STAGE_RT (undefined),Jibonpur (SW114) STAGE_RT (undefined),Jogikhali (SW22.4) STAGE_RT (undefined),Jogonnathganj (SW48) STAGE_RT (undefined),Jote Bazar (SW82) STAGE_RT (undefined),Joypurhat (SW132.5) STAGE_RT (undefined),Jugini (SW186) STAGE_RT (undefined),Jukerchar (SW134) STAGE_RT (undefined),Juri (Silghat) (SW135A) STAGE_RT (undefined),Kabirajpur (SW193) STAGE_RT (undefined),Kaitpara (SW183) STAGE_RT (undefined),Kala Chandpur (SW217) STAGE_RT (undefined),Kalaroa (SW23) STAGE_RT (undefined),Kaliachori (SW84.1) STAGE_RT (undefined),Kaliakoir (SW301) STAGE_RT (undefined),Kaliganj (SW54) STAGE_RT (undefined),Kalmakanda (SW263.1) STAGE_RT (undefined),Kalurghat (SW152.2) STAGE_RT (undefined),Kamarkhali (SW101.B) STAGE_RT (undefined),Kanaighat (SW266) STAGE_RT (undefined),Kangasanagar (SW113) STAGE_RT (undefined),Kantanagar (SW78) STAGE_RT (undefined),Kaoraid (SW9) STAGE_RT (undefined),Kaotali Brahmanbaria (SW3A) STAGE_RT (undefined),Kastul (SW272.1) STAGE_RT (undefined),Kaunia (SW294) STAGE_RT (undefined),Kawkhali (SW136) STAGE_RT (undefined),Kazipara (SW340) STAGE_RT (undefined),Kazipur (SW205) STAGE_RT (undefined),Keshabpur (SW27) STAGE_RT (undefined),Khagrachari (SW360) STAGE_RT (undefined),Khaliajuri (SW72) STAGE_RT (undefined),Khanpur (SW11) STAGE_RT (undefined),Khansama (SW142) STAGE_RT (undefined),Khator Magura (SW55) STAGE_RT (undefined),Khoikhali (SW130) STAGE_RT (undefined),Kholabarichar (SW46.7L) STAGE_RT (undefined),Khulna (SW241) STAGE_RT (undefined),Kobadak Forest (SW165) STAGE_RT (undefined),Kodalkatigaon (SW287) STAGE_RT (undefined),Kolatia (SW70) STAGE_RT (undefined),Komalganj (SW67) STAGE_RT (undefined),Kumarpara (SW328) STAGE_RT (undefined),Kundal (SW156A) STAGE_RT (undefined),Kurigram (SW77) STAGE_RT (undefined),Laksam (SW58A) STAGE_RT (undefined),Lakshmipur (SW239) STAGE_RT (undefined),Lalonsha Bridge (SW90) STAGE_RT (undefined),Lama (SW203) STAGE_RT (undefined),Lemshikhali (SW176) STAGE_RT (undefined),Lohagara (SW217A) STAGE_RT (undefined),Madaripur (SW5) STAGE_RT (undefined),Madhupur (SW12) STAGE_RT (undefined),Madna (SW272) STAGE_RT (undefined),Magura (SW216) STAGE_RT (undefined),Magura (SW216A) STAGE_RT (undefined),Mahadevpur (SW145) STAGE_RT (undefined),Malipur (SW257) STAGE_RT (undefined),Malonchi (SW16.1) STAGE_RT (undefined),Markuli (SW270) STAGE_RT (undefined),Matlab (SW79) STAGE_RT (undefined),Mawa Padma Bridge (SW93.5L) STAGE_RT (undefined),Meghna Ferry Ghat (SW275.5) STAGE_RT (undefined),Mia Bazar (SW334) STAGE_RT (undefined),Mill Baraccuk Postagola Bridge (SW417) STAGE_RT (undefined),Mill Barrack Babubazar (SW42) STAGE_RT (undefined),Mirjaganj (SW19) STAGE_RT (undefined),Mirpur (SW302) STAGE_RT (undefined),Mirzapur (Bangshi River) (SW14) STAGE_RT (undefined),Mirzapur (SW96.5) STAGE_RT (undefined),Moddonagar (SW263.2) STAGE_RT (undefined),Mohammadpur Bridge (SW411) STAGE_RT (undefined),Mohimaganj (SW155) STAGE_RT (undefined),Mohonganj (SW36.1) STAGE_RT (undefined),Molani (SW283) STAGE_RT (undefined),Monmothpur (SW132) STAGE_RT (undefined),Montala (SW264A) STAGE_RT (undefined),Monu Rail Bridge (SW201) STAGE_RT (undefined),Mostafapur (SW190) STAGE_RT (undefined),Motiganj (SW192) STAGE_RT (undefined),Moulvibazar (SW202) STAGE_RT (undefined),Mujurdia (SW169) STAGE_RT (undefined),Mymensingh (SW228.5) STAGE_RT (undefined),Nabinagar (SW298) STAGE_RT (undefined),"Nakuagaon, Sherpur (SW34) STAGE_RT (undefined)",Naldangarhat (SW83.1) STAGE_RT (undefined),Nalitabari (SW35) STAGE_RT (undefined),Nalka-Sengati (SW11.5) STAGE_RT (undefined),Nangura Rly Bridge (SW313) STAGE_RT (undefined),Naogoan (SW133) STAGE_RT (undefined),Naohata (SW261) STAGE_RT (undefined),Narail (SW56.1) STAGE_RT (undefined),Narayanganj (SW180) STAGE_RT (undefined),Narayanhat (SW117) STAGE_RT (undefined),Narsingdi (SW274) STAGE_RT (undefined),Nazirpur (SW107A) STAGE_RT (undefined),Netrokona (SW310) STAGE_RT (undefined),Nilkamal (SW277.3) STAGE_RT (undefined),Nizbari (SW44.1) STAGE_RT (undefined),Noakhali (SW222) STAGE_RT (undefined),Noarhat (SW14.5) STAGE_RT (undefined),Nolsafa (SW342) STAGE_RT (undefined),Offtake (SW4A) STAGE_RT (undefined),Paikgacha (SW258) STAGE_RT (undefined),Panchagar (SW140) STAGE_RT (undefined),Panchpukuria (SW119.1) STAGE_RT (undefined),Parshuram (SW212) STAGE_RT (undefined),Pateswari (SW81) STAGE_RT (undefined),Patgati (SW106) STAGE_RT (undefined),Patgram (SW75) STAGE_RT (undefined),Pathorghata (SW39) STAGE_RT (undefined),Patuakhali (SW183.5) STAGE_RT (undefined),Phulbari (SW132.2) STAGE_RT (undefined),Phulbari (SW232) STAGE_RT (undefined),Phulhat (SW236) STAGE_RT (undefined),Piearapur (SW239.5) STAGE_RT (undefined),Pirojpur (SW107) STAGE_RT (undefined),Pocharhat (SW346) STAGE_RT (undefined),Pran Nagar (SW235A) STAGE_RT (undefined),Protapnagar (SW26) STAGE_RT (undefined),Pubail (SW7) STAGE_RT (undefined),Rajgonj (SW350) STAGE_RT (undefined),Ramdia (SW51) STAGE_RT (undefined),Ramkrishnapur (SW338.5) STAGE_RT (undefined),Ramnagar (SW230.1) STAGE_RT (undefined),Ramu (SW40) STAGE_RT (undefined),Rangunia (SW125) STAGE_RT (undefined),Raniganj (SW284) STAGE_RT (undefined),Rawshonpur (SW57A) STAGE_RT (undefined),Rayenda (SW107.2) STAGE_RT (undefined),Rikabibazar (SW71A) STAGE_RT (undefined),Rohanpur (SW238) STAGE_RT (undefined),Saflapur_Moheshkhali (SW200) STAGE_RT (undefined),Salda (SW339) STAGE_RT (undefined),Salimganj (SW298.5) STAGE_RT (undefined),Salutikar (SW252.1) STAGE_RT (undefined),Sanamukhi (SW325) STAGE_RT (undefined),Sarchapur (SW35.5) STAGE_RT (undefined),Sariakandi (SW11A) STAGE_RT (undefined),Sarighat (SW251) STAGE_RT (undefined),Satnal (SW276) STAGE_RT (undefined),Savar (SW69) STAGE_RT (undefined),Selonia (SW181A) STAGE_RT (undefined),Shaistaganj (SW158.1) STAGE_RT (undefined),Shakra (SW128) STAGE_RT (undefined),Shamijhiaghat (SW143) STAGE_RT (undefined),Shantipur Police Camp (SW415) STAGE_RT (undefined),Shaola Dubag (SW173) STAGE_RT (undefined),Sherpur (SW175.5) STAGE_RT (undefined),Shibganj (SW64) STAGE_RT (undefined),Shimakhali Bridge (SW410) STAGE_RT (undefined),Shimulbari (SW10) STAGE_RT (undefined),Shuvopur (SW86) STAGE_RT (undefined),Singra (SW147.5) STAGE_RT (undefined),Siraj (SW62.5) STAGE_RT (undefined),Sirajganj (SW49) STAGE_RT (undefined),Sofiabad (SW138) STAGE_RT (undefined),Solemanpur (SW354) STAGE_RT (undefined),Subar Bazar (SW257.5) STAGE_RT (undefined),Sunamganj (SW269) STAGE_RT (undefined),Sutang Rly Br (SW280) STAGE_RT (undefined),Swarupkathi (SW253) STAGE_RT (undefined),Sylhet (SW267) STAGE_RT (undefined),Tahirpur (SW161) STAGE_RT (undefined),Tajumuddin (SW279) STAGE_RT (undefined),Tala Magura (SW163) STAGE_RT (undefined),Talora (SW312) STAGE_RT (undefined),Taluksimulbari (SW76) STAGE_RT (undefined),Taraghat (SW137A) STAGE_RT (undefined),Telepari (SW120) STAGE_RT (undefined),Thakurgaon (SW285) STAGE_RT (undefined),Thanchi (SW247.4) STAGE_RT (undefined),ThandaChari (SW124) STAGE_RT (undefined),Tilli (SW68) STAGE_RT (undefined),Toke (SW229) STAGE_RT (undefined),Tongi khal (SW299) STAGE_RT (undefined),Trimohini (SW9.5) STAGE_RT (undefined),Tularampur Bridge (SW55.1) STAGE_RT (undefined),Ullapara (SW66) STAGE_RT (undefined),Umedpur (SW136.1) STAGE_RT (undefined),Urargaon (SW337) STAGE_RT (undefined),Uttargomanati (SW331) STAGE_RT (undefined),Uzirpur (SW253A) STAGE_RT (undefined),Zazira Padma Bridge (SW93.5R) STAGE_RT (undefined)
Missing_Values,55,27,0,0,0,26,25,26,0,26,0,27,23,55,27,27,27,0,55,27,27,55,26,0,55,25,27,26,27,27,28,0,28,26,26,27,26,27,33,55,27,27,27,28,27,55,0,26,27,26,27,26,55,27,27,27,55,27,26,55,27,26,0,55,25,0,27,26,0,25,0,28,26,26,55,27,27,0,0,0,55,25,25,28,27,26,26,36,0,0,25,27,25,27,0,27,30,28,27,26,0,27,27,0,26,27,0,27,0,0,0,0,26,27,55,0,55,26,0,52,55,27,0,0,55,0,0,0,27,0,27,27,0,27,0,0,26,0,0,0,26,27,26,0,0,0,55,0,0,27,0,55,27,0,0,55,27,27,52,26,27,25,0,27,26,27,23,0,27,27,26,0,0,55,27,26,0,0,0,0,0,26,27,28,0,26,26,27,0,0,0,0,0,55,26,55,55,27,26,28,25,27,27,55,0,27,34,27,0,27,0,0,27,0,0,0,27,0,26,0,27,27,27,0,0,27,27,55,0,24,0,55,0,27,27,28,0,28,55,55,26,29,26,27,27,27,27,27,55,26,0,0,25,24,27,55,0,0,55,27,27,0,31,0,24,0,0,27,0,24,0,0,0,0,0,52,25,55,0,55,55,27,27,28,26,27,27,0,0,55,0,0,27,55,27,35,27,0,26,0,0,27,0,0,0,0,28,0,28,0,27,0,24,27,27
